NUMBER_I,MAG_APER_I,MAGERR_APER_I,MAG_AUTO_I,MAGERR_AUTO_I,MAG_BEST_I,MAGERR_BEST_I,KRON_RADIUS_I,BACKGROUND_I,THRESHOLD_I,ISOAREA_IMAGE_I,ISOAREAF_IMAGE_I,ALPHAPEAK_J2000_I,DELTAPEAK_J2000_I,X_IMAGE_I,Y_IMAGE_I,FWHM_IMAGE_I,FWHM_WORLD_I,ELONGATION_I,ELLIPTICITY_I,CLASS_STAR_I,FLUX_RADIUS_I,FILE_NAME_I,NUMBER_R,MAG_APER_R,MAGERR_APER_R,MAG_AUTO_R,MAGERR_AUTO_R,MAG_BEST_R,MAGERR_BEST_R,KRON_RADIUS_R,BACKGROUND_R,THRESHOLD_R,ISOAREA_IMAGE_R,ISOAREAF_IMAGE_R,ALPHAPEAK_J2000_R,DELTAPEAK_J2000_R,X_IMAGE_R,Y_IMAGE_R,FWHM_IMAGE_R,FWHM_WORLD_R,ELONGATION_R,ELLIPTICITY_R,CLASS_STAR_R,FLUX_RADIUS_R,FILE_NAME_R,NUMBER_G,MAG_APER_G,MAGERR_APER_G,MAG_AUTO_G,MAGERR_AUTO_G,MAG_BEST_G,MAGERR_BEST_G,KRON_RADIUS_G,BACKGROUND_G,THRESHOLD_G,ISOAREA_IMAGE_G,ISOAREAF_IMAGE_G,ALPHAPEAK_J2000_G,DELTAPEAK_J2000_G,X_IMAGE_G,Y_IMAGE_G,FWHM_IMAGE_G,FWHM_WORLD_G,ELONGATION_G,ELLIPTICITY_G,CLASS_STAR_G,FLUX_RADIUS_G,FILE_NAME_G
845,-14.8926,0.0010,-15.4478,0.0009,-15.4478,0.0009,3.50,4236.736,141.7491,362,405,148.3166646,+69.2609635,1571.412,2937.837,3.99,0.0002074314,1.009,0.009,1.00,2.143,dataset\i25.cat,715,-14.1698,0.0013,-14.8938,0.0012,-14.8938,0.0012,3.50,2151.52,98.81699,347,373,148.3153617,+69.2610331,1604.481,3019.671,4.15,0.0002156446,1.061,0.057,0.98,2.442,dataset\r25.cat,814,-13.3673,0.0020,-14.2395,0.0018,-14.2395,0.0018,3.50,1476.946,82.17551,338,367,148.3118621,+69.2632446,1547.784,3086.221,4.87,0.0002528231,1.121,0.108,0.98,2.734,dataset\g25.cat
844,-15.0197,0.0009,-15.6029,0.0008,-15.6029,0.0008,3.50,4212.876,141.7491,362,381,148.4115683,+69.2609552,923.553,2931.204,4.30,0.0002231662,1.027,0.026,1.00,2.200,dataset\i25.cat,710,-14.0570,0.0014,-14.7619,0.0013,-14.7619,0.0013,3.50,2156.029,98.81699,327,351,148.4102657,+69.2610274,956.770,3012.698,4.12,0.0002140112,1.056,0.053,0.98,2.404,dataset\r25.cat,811,-13.1394,0.0022,-13.9807,0.0021,-13.9807,0.0021,3.50,1473.058,82.17551,279,292,148.4067801,+69.2630786,899.938,3076.253,4.64,0.0002411444,1.085,0.078,0.98,2.678,dataset\g25.cat
439,-14.7370,0.0010,-15.2595,0.0011,-15.2595,0.0011,3.50,4264.717,141.7491,380,418,148.5186166,+69.1912768,204.843,1582.360,3.62,0.0001881647,1.008,0.008,0.99,2.054,dataset\i25.cat,359,-13.7290,0.0017,-14.4216,0.0016,-14.4216,0.0016,3.50,2206.99,98.81699,254,284,148.5171849,+69.1912996,238.695,1663.579,4.09,0.0002126261,1.054,0.051,0.98,2.385,dataset\r25.cat,405,-12.8432,0.0026,-13.7180,0.0026,-13.7180,0.0026,3.50,1515.442,82.17551,293,319,148.5128090,+69.1931873,188.045,1723.807,4.74,0.0002463032,1.058,0.055,0.98,2.747,dataset\g25.cat
1248,-14.5136,0.0012,-14.9999,0.0012,-14.9999,0.0012,3.50,4204.827,141.7491,251,267,148.4473944,+69.3159264,669.841,3987.028,3.32,0.0001724951,1.015,0.015,0.99,1.999,dataset\i25.cat,1066,-13.6237,0.0018,-14.3288,0.0017,-14.3288,0.0017,3.50,2166.833,98.81699,256,276,148.4460810,+69.3159476,702.856,4068.365,4.18,0.0002168969,1.055,0.052,0.98,2.414,dataset\r25.cat,1133,-12.7709,0.0027,-13.6301,0.0026,-13.6301,0.0026,3.50,1477.651,82.17551,240,254,148.4433552,+69.3179995,641.182,4130.707,4.76,0.0002470294,1.068,0.064,0.98,2.696,dataset\g25.cat
329,-14.6292,0.0011,-15.1270,0.0011,-15.1270,0.0011,3.50,4227.523,141.7491,284,305,148.4056823,+69.1724257,981.018,1226.471,3.48,0.0001806049,1.010,0.010,0.98,2.021,dataset\i25.cat,276,-13.5177,0.0019,-14.2244,0.0018,-14.2244,0.0018,3.50,2165.155,98.81699,259,276,148.4042548,+69.1724453,1014.706,1308.054,4.13,0.0002147301,1.061,0.057,0.98,2.398,dataset\r25.cat,315,-12.6392,0.0029,-13.4854,0.0029,-13.4854,0.0029,3.50,1483.707,82.17551,228,239,148.3997107,+69.1745450,965.673,1371.982,4.70,0.0002439138,1.075,0.070,0.98,2.679,dataset\g25.cat
405,-14.7196,0.0010,-15.2265,0.0010,-15.2265,0.0010,3.50,4222.85,141.7491,290,309,148.4086650,+69.1860449,958.462,1488.806,3.56,0.0001851155,1.035,0.033,1.00,2.039,dataset\i25.cat,342,-13.3957,0.0020,-14.0890,0.0020,-14.0890,0.0020,3.50,2164.119,98.81699,230,243,148.4072328,+69.1861165,992.115,1570.363,4.12,0.0002142087,1.044,0.043,0.98,2.394,dataset\r25.cat,389,-12.5061,0.0032,-13.3435,0.0032,-13.3435,0.0032,3.50,1479.099,82.17551,212,225,148.4026951,+69.1881642,941.898,1634.175,4.62,0.0002400784,1.089,0.081,0.98,2.656,dataset\g25.cat
922,-12.3334,0.0043,-12.9846,0.0060,-12.9846,0.0060,3.69,4229.574,141.7491,131,155,148.3322962,+69.2723491,1461.328,3155.761,3.88,0.0002013911,1.131,0.116,0.98,2.293,dataset\i25.cat,784,-12.1284,0.0042,-12.9650,0.0050,-12.9650,0.0050,3.70,2153.961,98.81699,165,196,148.3309908,+69.2724191,1494.475,3237.712,4.34,0.0002253955,1.013,0.012,0.98,2.667,dataset\r25.cat,902,-12.3570,0.0035,-13.3966,0.0036,-13.3966,0.0036,3.83,1474.379,82.17551,267,283,148.3276440,+69.2746304,1436.915,3303.499,4.96,0.0002573862,1.118,0.105,0.98,3.078,dataset\g25.cat
161,-14.5826,0.0011,-15.0665,0.0011,-15.0665,0.0011,3.50,4242.191,141.7491,260,284,148.4575164,+69.1447597,631.432,691.041,3.36,0.0001743874,1.025,0.024,0.99,1.991,dataset\i25.cat,162,-13.1544,0.0023,-13.8450,0.0023,-13.8450,0.0023,3.50,2175.968,98.81699,194,204,148.4560938,+69.1448327,665.405,772.516,4.10,0.0002129574,1.047,0.045,0.98,2.388,dataset\r25.cat,173,-12.3121,0.0036,-13.1348,0.0037,-13.1348,0.0037,3.50,1493.96,82.17551,194,217,148.4511105,+69.1468249,618.725,834.809,4.60,0.0002388612,1.108,0.097,0.98,2.644,dataset\g25.cat
1250,-14.3691,0.0012,-14.8531,0.0013,-14.8531,0.0013,3.50,4202.699,141.7491,237,255,148.4270859,+69.3164824,807.831,3998.430,3.31,0.0001716918,1.022,0.021,0.98,1.971,dataset\i25.cat,1055,-13.0585,0.0024,-13.7600,0.0025,-13.7600,0.0025,3.50,2161.132,98.81699,201,215,148.4257724,+69.3165031,840.803,4079.817,4.17,0.0002163817,1.077,0.072,0.98,2.402,dataset\r25.cat,1203,-12.2322,0.0037,-13.0701,0.0039,-13.0701,0.0039,3.50,1475.051,82.17551,185,194,148.4230449,+69.3185560,779.018,4142.822,4.68,0.0002428809,1.075,0.070,0.98,2.655,dataset\g25.cat
761,-14.4666,0.0012,-14.9513,0.0012,-14.9513,0.0012,3.50,4209.924,141.7491,265,281,148.4508063,+69.2467510,659.061,2654.458,3.33,0.0001730987,1.019,0.019,0.99,1.984,dataset\i25.cat,627,-13.0109,0.0025,-13.7164,0.0026,-13.7164,0.0026,3.50,2163.117,98.81699,209,232,148.4495084,+69.2467724,692.341,2735.794,4.16,0.0002163185,1.034,0.033,0.98,2.411,dataset\r25.cat,711,-12.1680,0.0039,-13.0393,0.0042,-13.0393,0.0042,3.58,1474.391,82.17551,209,221,148.4458758,+69.2487692,636.733,2798.059,4.64,0.0002408994,1.056,0.053,0.98,2.736,dataset\g25.cat
1209,-13.2943,0.0023,-13.7766,0.0028,-13.7766,0.0028,3.50,4205.351,141.7491,157,165,148.3783542,+69.3284138,1137.260,4231.924,3.27,0.00016981,1.043,0.042,0.98,1.987,dataset\i25.cat,1009,-12.6310,0.0031,-13.3317,0.0034,-13.3317,0.0034,3.50,2159.327,98.81699,173,184,148.3770365,+69.3284850,1170.083,4313.487,4.17,0.0002165384,1.055,0.052,0.98,2.399,dataset\r25.cat,1160,-12.0445,0.0042,-12.9097,0.0044,-12.9097,0.0044,3.50,1474.557,82.17551,177,191,148.3744550,+69.3305929,1107.380,4377.895,4.75,0.0002466218,1.095,0.087,0.98,2.704,dataset\g25.cat
338,-14.0693,0.0015,-14.5561,0.0016,-14.5561,0.0016,3.50,4228.831,141.7491,215,224,148.3923707,+69.1730537,1071.926,1239.525,3.33,0.0001730166,1.041,0.039,0.98,1.984,dataset\i25.cat,280,-12.9258,0.0026,-13.6271,0.0027,-13.6271,0.0027,3.50,2159.55,98.81699,199,208,148.3910891,+69.1730734,1105.630,1321.093,4.15,0.0002154303,1.064,0.060,0.98,2.403,dataset\r25.cat,320,-12.0053,0.0043,-12.7464,0.0050,-12.7464,0.0050,3.50,1481.98,82.17551,166,180,148.3863964,+69.1752251,1056.516,1385.473,4.71,0.0002445877,1.081,0.075,0.98,2.469,dataset\g25.cat
59,-13.0485,0.0027,-13.5324,0.0034,-13.5324,0.0034,3.50,4204.835,141.7491,132,141,148.3510048,+69.1208543,1365.823,237.725,3.34,0.0001734964,1.022,0.021,0.98,1.992,dataset\i25.cat,60,-12.4501,0.0034,-13.1658,0.0039,-13.1658,0.0039,3.50,2150.213,98.81699,160,175,148.3495872,+69.1209242,1399.789,319.553,4.19,0.0002177729,1.064,0.060,0.98,2.436,dataset\r25.cat,75,-11.9998,0.0043,-12.8666,0.0046,-12.8666,0.0046,3.50,1471.574,82.17551,175,187,148.3442906,+69.1230753,1355.332,385.223,4.81,0.0002496358,1.098,0.089,0.98,2.709,dataset\g25.cat
633,-12.6995,0.0034,-13.5006,0.0042,-13.5006,0.0042,3.50,4228.493,141.7491,180,195,148.2801901,+69.2247127,1827.605,2242.468,4.23,0.0002199192,1.078,0.072,0.92,2.596,dataset\i25.cat,499,-12.1406,0.0042,-13.1258,0.0045,-13.1258,0.0045,3.50,2145.434,98.81699,194,211,148.2788969,+69.2247293,1860.739,2324.363,5.07,0.0002631493,1.020,0.020,0.94,2.952,dataset\r25.cat,571,-11.9059,0.0045,-13.0416,0.0044,-13.0416,0.0044,3.50,1466.324,82.17551,222,240,148.2749369,+69.2270446,1807.323,2391.988,5.66,0.0002937502,1.071,0.066,0.98,3.262,dataset\g25.cat
1252,-14.3249,0.0013,-14.8050,0.0014,-14.8050,0.0014,3.50,4202.977,141.7491,239,252,148.4236164,+69.3250930,829.933,4164.956,3.29,0.0001710173,1.013,0.013,0.98,2.004,dataset\i25.cat,1006,-12.7020,0.0029,-13.3993,0.0032,-13.3993,0.0032,3.50,2162.433,98.81699,174,183,148.4223010,+69.3251136,862.809,4246.350,4.15,0.0002154627,1.057,0.054,0.98,2.400,dataset\r25.cat,1161,-11.8249,0.0048,-12.6525,0.0053,-12.6525,0.0053,3.52,1473.611,82.17551,158,167,148.4197225,+69.3272191,800.283,4309.478,4.65,0.0002415861,1.107,0.097,0.98,2.637,dataset\g25.cat
80,-13.0239,0.0027,-15.4770,0.0023,-15.4770,0.0023,3.52,4238.162,141.7491,2007,2173,148.4148129,+69.1324626,925.910,456.338,9.46,0.0004915799,2.159,0.537,0.03,10.591,dataset\i25.cat,84,-12.3280,0.0037,-15.0296,0.0027,-15.0296,0.0027,3.70,2172.733,98.81699,2072,2211,148.4133930,+69.1325344,959.923,538.053,12.17,0.0006320897,2.175,0.540,0.03,11.621,dataset\r25.cat,95,-11.8129,0.0048,-14.8380,0.0029,-14.8380,0.0029,3.61,1490.988,82.17551,2320,2484,148.4082547,+69.1345798,914.453,601.671,16.30,0.0008469429,2.201,0.546,0.03,13.585,dataset\g25.cat
574,-11.5378,0.0079,-12.0121,0.0113,-12.0121,0.0113,3.57,4219.763,141.7491,66,75,148.4529376,+69.2152293,649.861,2048.057,3.42,0.0001775266,1.069,0.065,0.97,2.007,dataset\i25.cat,452,-11.3654,0.0071,-12.1236,0.0092,-12.1236,0.0092,3.78,2171.962,98.81699,104,109,148.4516453,+69.2153027,683.434,2129.412,4.27,0.0002218851,1.071,0.067,0.98,2.497,dataset\r25.cat,508,-11.7603,0.0050,-12.7361,0.0058,-12.7361,0.0058,3.90,1484.415,82.17551,187,200,148.4475620,+69.2172980,630.938,2191.416,5.15,0.0002674048,1.154,0.133,0.98,2.950,dataset\g25.cat
1186,-12.3839,0.0042,-13.4163,0.0053,-13.4163,0.0053,3.76,4213.654,141.7491,214,227,148.3727300,+69.2996690,1181.530,3678.678,4.94,0.0002565887,1.159,0.137,0.05,3.060,dataset\i25.cat,921,-11.9018,0.0049,-13.0817,0.0052,-13.0817,0.0052,3.59,2155.49,98.81699,230,258,148.3714187,+69.2997401,1214.414,3760.398,5.69,0.000295463,1.188,0.158,0.16,3.371,dataset\r25.cat,1165,-11.7513,0.0050,-13.0971,0.0049,-13.0971,0.0049,3.79,1472.269,82.17551,263,303,148.3683835,+69.3018467,1154.287,3824.990,6.26,0.0003251151,1.195,0.163,0.92,3.749,dataset\g25.cat
733,-13.0680,0.0026,-14.1952,0.0030,-14.1952,0.0030,3.50,4235.891,141.7491,347,370,148.2854771,+69.2417723,1787.774,2570.446,4.93,0.0002562841,1.740,0.425,0.05,3.395,dataset\i25.cat,587,-12.3594,0.0036,-13.6630,0.0036,-13.6630,0.0036,3.50,2154.145,98.81699,343,381,148.2841802,+69.2417891,1820.793,2652.284,5.75,0.0002988011,1.602,0.376,0.07,3.754,dataset\r25.cat,681,-11.7355,0.0051,-13.1493,0.0048,-13.1493,0.0048,3.50,1484.827,82.17551,322,341,148.2805200,+69.2441053,1765.570,2719.883,6.31,0.0003279361,1.555,0.357,0.72,4.014,dataset\g25.cat
795,-12.1408,0.0050,-12.5923,0.0068,-12.5923,0.0068,3.50,4218.591,141.7491,82,91,148.3838453,+69.2508320,1114.912,2737.968,3.30,0.0001715936,1.029,0.028,0.98,1.960,dataset\i25.cat,657,-11.7066,0.0056,-12.3860,0.0068,-12.3860,0.0068,3.50,2146.253,98.81699,109,118,148.3825449,+69.2509034,1148.143,2819.630,4.20,0.0002182404,1.063,0.059,0.98,2.370,dataset\r25.cat,743,-11.7117,0.0051,-12.5700,0.0057,-12.5700,0.0057,3.50,1470.984,82.17551,153,164,148.3789047,+69.2530073,1092.417,2883.810,4.80,0.0002490815,1.098,0.090,0.98,2.703,dataset\g25.cat
1142,-13.3438,0.0022,-13.8130,0.0028,-13.8130,0.0028,3.50,4191.066,141.7491,153,166,148.2877154,+69.3372011,1751.390,4408.055,3.23,0.0001677055,1.013,0.013,0.98,1.960,dataset\i25.cat,1007,-12.5557,0.0032,-13.2302,0.0036,-13.2302,0.0036,3.50,2141.2,98.81699,163,180,148.2863955,+69.3372698,1784.030,4489.954,4.07,0.0002115346,1.082,0.076,0.98,2.379,dataset\r25.cat,1112,-11.6956,0.0052,-12.3169,0.0061,-12.3169,0.0061,3.50,1457.935,82.17551,95,105,148.2839508,+69.3395389,1720.380,4557.249,4.46,0.0002314744,1.152,0.132,0.98,2.272,dataset\g25.cat
571,-13.6368,0.0019,-14.1903,0.0023,-14.1903,0.0023,3.50,4224.686,141.7491,219,240,148.3150283,+69.2160265,1592.272,2072.048,3.99,0.000207216,1.326,0.246,0.99,2.133,dataset\i25.cat,453,-12.5970,0.0031,-13.3841,0.0035,-13.3841,0.0035,3.50,2147.609,98.81699,213,223,148.3137371,+69.2160441,1625.549,2153.849,4.68,0.0002430978,1.286,0.223,0.98,2.574,dataset\r25.cat,514,-11.6041,0.0055,-12.6145,0.0063,-12.6145,0.0063,3.61,1467.611,82.17551,187,200,148.3096330,+69.2183052,1572.746,2220.256,5.95,0.0003093127,1.418,0.295,0.98,3.020,dataset\g25.cat
129,-11.9768,0.0056,-12.4153,0.0077,-12.4153,0.0077,3.50,4267.473,141.7491,73,84,148.4977028,+69.1358466,356.974,516.821,3.26,0.0001691659,1.033,0.032,0.98,1.916,dataset\i25.cat,130,-11.5663,0.0061,-12.2401,0.0079,-12.2401,0.0079,3.62,2188.372,98.81699,104,111,148.4962836,+69.1358688,391.166,598.150,4.15,0.0002155448,1.106,0.096,0.98,2.363,dataset\r25.cat,140,-11.5352,0.0058,-12.3838,0.0064,-12.3838,0.0064,3.50,1506.335,82.17551,138,148,148.4911566,+69.1378071,345.378,658.955,4.88,0.0002533917,1.136,0.119,0.98,2.691,dataset\g25.cat
862,-14.0793,0.0015,-14.5778,0.0017,-14.5778,0.0017,3.50,4211.923,141.7491,267,296,148.5155098,+69.2633623,214.627,2970.800,3.34,0.0001734637,1.060,0.057,0.98,2.004,dataset\i25.cat,734,-12.3513,0.0036,-13.0218,0.0042,-13.0218,0.0042,3.50,2177.117,98.81699,145,151,148.5142083,+69.2633854,248.086,3051.987,4.14,0.0002151756,1.049,0.047,0.98,2.367,dataset\r25.cat,830,-11.5324,0.0058,-12.5879,0.0082,-12.5879,0.0082,4.63,1485.517,82.17551,191,223,148.5107370,+69.2652758,190.964,3112.258,4.61,0.0002396084,1.235,0.190,0.98,3.211,dataset\g25.cat
781,-12.1199,0.0050,-14.0641,0.0042,-14.0641,0.0042,3.51,4212.36,141.7491,454,474,148.4127382,+69.2504670,917.891,2729.292,9.00,0.000467366,1.151,0.132,0.03,5.366,dataset\i25.cat,646,-11.6100,0.0060,-13.6732,0.0045,-13.6732,0.0045,3.58,2155.16,98.81699,462,485,148.4114379,+69.2505392,951.237,2810.786,9.77,0.0005076128,1.164,0.141,0.03,5.635,dataset\r25.cat,730,-11.5285,0.0058,-13.7275,0.0039,-13.7275,0.0039,3.54,1469.677,82.17551,551,587,148.4078018,+69.2525898,895.480,2874.042,10.37,0.0005386829,1.104,0.094,0.03,5.981,dataset\g25.cat
940,-13.3941,0.0022,-13.8374,0.0026,-13.8374,0.0026,3.50,4214.438,141.7491,133,140,148.5240773,+69.2737749,155.044,3171.114,3.25,0.0001688881,1.044,0.042,0.98,1.930,dataset\i25.cat,795,-12.4305,0.0035,-13.2008,0.0043,-13.2008,0.0043,3.97,2180.427,98.81699,179,202,148.5227735,+69.2737983,188.324,3252.277,4.16,0.0002160484,1.067,0.063,0.98,2.522,dataset\r25.cat,917,-11.4444,0.0061,-12.0648,0.0073,-12.0648,0.0073,3.50,1488.585,82.17551,83,92,148.5194537,+69.2756886,130.215,3312.262,4.46,0.0002318768,1.114,0.102,0.98,2.274,dataset\g25.cat
764,-11.7819,0.0065,-12.3256,0.0102,-12.3256,0.0102,4.18,4233.973,141.7491,82,87,148.2928110,+69.2460104,1737.417,2651.969,3.47,0.000180268,1.059,0.056,0.98,2.106,dataset\i25.cat,622,-11.4016,0.0069,-12.4907,0.0109,-12.4045,0.0117,4.33,2154.605,98.81699,186,201,148.2915113,+69.2460792,1770.504,2733.880,4.31,0.0002239133,1.569,0.363,0.90,3.352,dataset\r25.cat,707,-11.4255,0.0062,-12.6616,0.0073,-12.6293,0.0085,3.85,1484.136,82.17551,240,255,148.2877087,+69.2483426,1714.981,2801.799,5.83,0.0003028257,1.752,0.429,0.93,3.682,dataset\g25.cat
331,-13.7646,0.0017,-14.2283,0.0020,-14.2283,0.0020,3.50,4255.977,141.7491,164,180,148.4826766,+69.1721079,453.862,1216.084,3.25,0.0001690246,1.025,0.024,0.98,1.962,dataset\i25.cat,278,-12.2884,0.0038,-12.9718,0.0044,-12.9718,0.0044,3.50,2187.208,98.81699,144,155,148.4812492,+69.1721297,487.735,1297.368,4.13,0.0002142879,1.054,0.051,0.98,2.370,dataset\r25.cat,317,-11.3935,0.0064,-12.1840,0.0073,-12.1840,0.0073,3.50,1503.468,82.17551,115,131,148.4767150,+69.1741223,438.671,1358.823,4.56,0.0002367004,1.094,0.086,0.98,2.570,dataset\g25.cat
1199,-12.2413,0.0046,-14.7171,0.0038,-14.7171,0.0038,3.93,4202.839,141.7491,920,951,148.4263509,+69.3273358,810.874,4207.889,16.24,0.0008435494,1.661,0.398,0.03,9.172,dataset\i25.cat,1001,-11.6246,0.0059,-14.2914,0.0040,-14.2914,0.0040,3.85,2163.994,98.81699,942,992,148.4250350,+69.3273565,843.754,4289.234,20.77,0.001078928,1.656,0.396,0.03,9.524,dataset\r25.cat,1125,-11.3777,0.0064,-14.1698,0.0040,-14.1698,0.0040,3.92,1474.989,82.17551,1033,1099,148.4224591,+69.3294099,781.251,4352.190,19.41,0.001008494,1.600,0.375,0.03,10.094,dataset\g25.cat
953,-12.2766,0.0045,-12.9686,0.0059,-12.9686,0.0059,3.50,4204.065,141.7491,131,142,148.4795643,+69.2755136,457.582,3207.085,3.87,0.0002008388,1.008,0.008,0.98,2.384,dataset\i25.cat,808,-11.6463,0.0058,-12.5503,0.0067,-12.5503,0.0067,3.50,2166.983,98.81699,143,154,148.4782587,+69.2755877,490.876,3288.398,4.80,0.0002493398,1.045,0.043,0.98,2.796,dataset\r25.cat,925,-11.3695,0.0065,-12.4240,0.0071,-12.4240,0.0071,3.62,1477.466,82.17551,157,177,148.4749344,+69.2775322,432.888,3349.631,5.35,0.0002776501,1.078,0.072,0.98,3.086,dataset\g25.cat
1197,-13.5945,0.0019,-14.0632,0.0023,-14.0632,0.0023,3.50,4201.877,141.7491,165,173,148.2998254,+69.3181362,1672.802,4040.179,3.26,0.0001692251,1.033,0.032,0.98,1.961,dataset\i25.cat,1044,-12.2804,0.0038,-12.9661,0.0044,-12.9661,0.0044,3.50,2139.584,98.81699,143,153,148.2986568,+69.3182059,1705.481,4122.000,4.11,0.0002135457,1.078,0.072,0.98,2.390,dataset\r25.cat,1202,-11.3464,0.0066,-12.1610,0.0080,-12.1610,0.0080,3.74,1463.358,82.17551,122,132,148.2959110,+69.3204731,1643.554,4189.062,4.62,0.0002397936,1.087,0.080,0.98,2.619,dataset\g25.cat
299,-11.8801,0.0060,-12.3486,0.0085,-12.3486,0.0085,3.65,4228.596,141.7491,75,82,148.3911350,+69.1651541,1082.449,1087.682,3.32,0.0001726273,1.049,0.047,0.98,1.945,dataset\i25.cat,252,-11.4278,0.0068,-12.1305,0.0092,-12.1305,0.0092,3.94,2160.221,98.81699,100,108,148.3897076,+69.1652252,1116.203,1169.390,4.17,0.0002166744,1.055,0.052,0.98,2.419,dataset\r25.cat,275,-11.3344,0.0066,-12.2198,0.0080,-12.2198,0.0080,3.80,1482.674,82.17551,134,145,148.3848677,+69.1673245,1067.920,1233.587,4.73,0.0002455954,1.062,0.058,0.98,2.765,dataset\g25.cat
606,-12.6093,0.0036,-13.0677,0.0047,-13.0677,0.0047,3.50,4216.342,141.7491,105,115,148.3899626,+69.2215587,1079.036,2173.588,3.28,0.0001704461,1.014,0.014,0.98,1.953,dataset\i25.cat,478,-11.9092,0.0049,-12.5859,0.0058,-12.5859,0.0058,3.50,2149.187,98.81699,119,128,148.3886702,+69.2215784,1112.382,2255.151,4.10,0.0002127696,1.074,0.069,0.98,2.364,dataset\r25.cat,549,-11.3092,0.0067,-12.1654,0.0077,-12.1654,0.0077,3.50,1468.382,82.17551,123,139,148.3845788,+69.2237323,1059.092,2319.488,4.71,0.0002447309,1.084,0.078,0.98,2.694,dataset\g25.cat
1048,-12.9674,0.0028,-14.3972,0.0035,-14.3972,0.0035,3.50,4211.232,141.7491,669,701,148.4627940,+69.2943680,568.319,3571.089,5.23,0.0002715958,1.020,0.020,0.03,4.358,dataset\i25.cat,891,-12.1436,0.0042,-13.9187,0.0041,-13.9187,0.0041,3.50,2171.475,98.81699,700,766,148.4614842,+69.2944417,601.746,3652.360,6.18,0.0003211965,1.125,0.111,0.03,5.671,dataset\r25.cat,1087,-11.2579,0.0070,-13.3431,0.0073,-13.3431,0.0073,4.94,1484.04,82.17551,522,561,148.4584583,+69.2964398,541.477,3714.239,7.13,0.0003702718,1.105,0.095,0.06,7.186,dataset\g25.cat
135,-12.4204,0.0041,-12.8802,0.0054,-12.8802,0.0054,3.50,4250.889,141.7491,95,103,148.4762240,+69.1374952,504.438,549.593,3.32,0.0001726591,1.041,0.039,0.98,1.938,dataset\i25.cat,135,-11.7837,0.0053,-12.4654,0.0065,-12.4654,0.0065,3.57,2178.776,98.81699,111,119,148.4748044,+69.1375168,538.499,631.039,4.16,0.000215979,1.082,0.076,0.98,2.365,dataset\r25.cat,147,-11.2492,0.0070,-12.1070,0.0088,-12.1070,0.0088,4.00,1496.11,82.17551,114,123,148.4696747,+69.1395078,492.502,692.684,4.67,0.000242324,1.075,0.070,0.98,2.683,dataset\g25.cat
784,-10.8119,0.0142,-12.0301,0.0212,-11.6286,0.0246,5.57,4231.345,141.7491,73,84,148.2956685,+69.2482558,1717.329,2695.192,4.50,0.0002335938,1.289,0.224,0.77,4.041,dataset\i25.cat,651,-10.7452,0.0114,-11.7813,0.0143,-11.6976,0.0143,4.16,2153.441,98.81699,88,91,148.2943684,+69.2483247,1750.450,2776.942,6.01,0.0003124189,1.090,0.082,0.51,3.078,dataset\r25.cat,737,-11.2439,0.0071,-12.3710,0.0072,-12.3150,0.0071,3.66,1482.645,82.17551,117,123,148.2905669,+69.2505879,1694.803,2843.865,8.10,0.0004208111,1.441,0.306,0.96,3.233,dataset\g25.cat
769,-10.2367,0.0233,-13.1100,0.0162,-12.5342,0.0197,6.19,4231.751,141.7491,206,226,148.2955356,+69.2478397,1721.204,2687.481,20.19,0.00104868,1.391,0.281,0.01,8.887,dataset\i25.cat,651,-10.7452,0.0114,-11.7813,0.0143,-11.6976,0.0143,4.16,2153.441,98.81699,88,91,148.2943684,+69.2483247,1750.450,2776.942,6.01,0.0003124189,1.090,0.082,0.51,3.078,dataset\r25.cat,737,-11.2439,0.0071,-12.3710,0.0072,-12.3150,0.0071,3.66,1482.645,82.17551,117,123,148.2905669,+69.2505879,1694.803,2843.865,8.10,0.0004208111,1.441,0.306,0.96,3.233,dataset\g25.cat
584,-12.7084,0.0033,-13.9643,0.0040,-13.9643,0.0040,3.75,4226.789,141.7491,371,394,148.3420428,+69.2181592,1407.331,2112.178,5.55,0.0002882673,1.661,0.398,0.03,3.794,dataset\i25.cat,458,-11.9710,0.0047,-13.3790,0.0050,-13.3790,0.0050,3.87,2146.91,98.81699,325,347,148.3407496,+69.2182294,1440.599,2193.920,6.59,0.000342502,1.624,0.384,0.04,4.097,dataset\r25.cat,524,-11.2385,0.0071,-12.8011,0.0071,-12.8011,0.0071,3.93,1468.385,82.17551,289,309,148.3366506,+69.2204374,1387.497,2259.809,7.41,0.0003849339,1.548,0.354,0.29,4.489,dataset\g25.cat
466,-13.6428,0.0019,-14.1662,0.0021,-14.1662,0.0021,3.50,4220.876,141.7491,174,183,148.4150779,+69.1973905,911.890,1706.768,3.65,0.0001897929,1.068,0.063,0.98,2.091,dataset\i25.cat,384,-12.1281,0.0042,-12.8554,0.0048,-12.8554,0.0048,3.50,2160.802,98.81699,135,142,148.4137909,+69.1974109,945.514,1788.276,4.33,0.000224794,1.023,0.023,0.98,2.455,dataset\r25.cat,435,-11.1934,0.0073,-12.0386,0.0087,-12.0386,0.0087,3.65,1474.452,82.17551,112,121,148.4094024,+69.1995107,894.123,1851.903,4.73,0.0002455776,1.027,0.027,0.98,2.661,dataset\g25.cat
